Salary,Years of Experience,Education Level,Age
138000,3.0,Bachelor Degree or Equivalent,29.5
55007,5.0,Bachelor Degree or Equivalent,29.5
50719,23.0,Bachelor Degree or Equivalent,49.5
350000,6.0,Master Degree or Equivalent,29.5
160000,14.0,Associate Degree or Short-cycle Tertiary Education,49.5
93,7.0,Bachelor Degree or Equivalent,29.5
62112,14.0,Master Degree or Equivalent,39.5
39724,2.0,Bachelor Degree or Equivalent,29.5
52521,8.0,Master Degree or Equivalent,39.5
140000,21.0,Bachelor Degree or Equivalent,49.5
104000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
23504,9.0,Master Degree or Equivalent,29.5
178000,8.0,Bachelor Degree or Equivalent,39.5
172000,21.0,Master Degree or Equivalent,39.5
68276,5.0,Secondary Education,21.0
69736,2.0,Bachelor Degree or Equivalent,29.5
66000,23.0,Bachelor Degree or Equivalent,39.5
6862,1.0,Bachelor Degree or Equivalent,29.5
10200,5.0,Bachelor Degree or Equivalent,21.0
78101,12.0,Bachelor Degree or Equivalent,29.5
260000,8.0,Bachelor Degree or Equivalent,29.5
32716,10.0,Master Degree or Equivalent,39.5
33927,2.0,Bachelor Degree or Equivalent,21.0
26657,3.0,Bachelor Degree or Equivalent,29.5
59970,2.0,Secondary Education,21.0
31680,11.0,Bachelor Degree or Equivalent,29.5
49261,4.0,Master Degree or Equivalent,29.5
230000,4.0,Bachelor Degree or Equivalent,21.0
2835,3.0,Bachelor Degree or Equivalent,29.5
178443,8.0,Bachelor Degree or Equivalent,29.5
155000,20.0,Master Degree or Equivalent,49.5
60000,1.0,Bachelor Degree or Equivalent,39.5
23025,2.0,Professional Degree,21.0
275000,25.0,Master Degree or Equivalent,49.5
109,10.0,Master Degree or Equivalent,49.5
20000,8.0,Bachelor Degree or Equivalent,29.5
1562,5.0,,29.5
90613,13.0,Bachelor Degree or Equivalent,39.5
103800,8.0,Bachelor Degree or Equivalent,29.5
115028,11.0,Bachelor Degree or Equivalent,39.5
39986,10.0,Bachelor Degree or Equivalent,29.5
78207,4.0,Master Degree or Equivalent,29.5
12723,6.0,Bachelor Degree or Equivalent,29.5
44832,15.0,Bachelor Degree or Equivalent,39.5
87720,2.0,Master Degree or Equivalent,29.5
205000,46.0,Master Degree or Equivalent,70.0
130000,4.0,Professional Degree,59.5
198000,10.0,Bachelor Degree or Equivalent,29.5
21929,0.0,Associate Degree or Short-cycle Tertiary Education,21.0
22453,4.0,Bachelor Degree or Equivalent,29.5
22747,8.0,Bachelor Degree or Equivalent,29.5
92000,18.0,Bachelor Degree or Equivalent,39.5
8482,20.0,Master Degree or Equivalent,49.5
58008,7.0,Secondary Education,29.5
206697,4.0,Bachelor Degree or Equivalent,21.0
32460,33.0,Bachelor Degree or Equivalent,49.5
10920,3.0,Bachelor Degree or Equivalent,29.5
14851,5.0,Bachelor Degree or Equivalent,29.5
38552,0.0,Bachelor Degree or Equivalent,39.5
18320,10.0,Bachelor Degree or Equivalent,39.5
25279,3.0,Bachelor Degree or Equivalent,29.5
150000,15.0,Primary Education,49.5
81150,10.0,Master Degree or Equivalent,29.5
80690,8.0,Professional Degree,29.5
135000,5.0,Master Degree or Equivalent,39.5
100374,15.0,Bachelor Degree or Equivalent,39.5
18462,15.0,Bachelor Degree or Equivalent,39.5
250000,35.0,Bachelor Degree or Equivalent,59.5
150000,13.0,Bachelor Degree or Equivalent,49.5
265000,15.0,Bachelor Degree or Equivalent,29.5
108,15.0,Bachelor Degree or Equivalent,39.5
210000,18.0,Bachelor Degree or Equivalent,39.5
121000,20.0,Master Degree or Equivalent,39.5
98266,23.0,Professional Degree,49.5
68276,11.0,Master Degree or Equivalent,29.5
131501,10.0,Bachelor Degree or Equivalent,39.5
25441,4.0,Secondary Education,29.5
80690,10.0,Bachelor Degree or Equivalent,29.5
175000,22.0,Bachelor Degree or Equivalent,49.5
84414,5.0,Bachelor Degree or Equivalent,39.5
2166,3.0,Bachelor Degree or Equivalent,29.5
24234,1.0,Master Degree or Equivalent,21.0
110000,15.0,Bachelor Degree or Equivalent,59.5
48835,26.0,Master Degree or Equivalent,49.5
5354,6.0,Bachelor Degree or Equivalent,29.5
7435,26.0,Master Degree or Equivalent,59.5
6330,1.0,Secondary Education,21.0
24156,4.0,Bachelor Degree or Equivalent,29.5
73713,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
46049,0.0,Master Degree or Equivalent,21.0
154209,17.0,Master Degree or Equivalent,39.5
151449,12.0,Master Degree or Equivalent,29.5
54000,10.0,Bachelor Degree or Equivalent,49.5
66489,9.0,Bachelor Degree or Equivalent,29.5
75000,17.0,Bachelor Degree or Equivalent,39.5
26000,7.0,Master Degree or Equivalent,29.5
103110.08171765343,17.0,Associate Degree or Short-cycle Tertiary Education,21.0
135000,15.0,Master Degree or Equivalent,39.5
267089,12.0,Bachelor Degree or Equivalent,39.5
96000,2.0,Bachelor Degree or Equivalent,39.5
128953,11.0,Bachelor Degree or Equivalent,39.5
72821,8.0,Bachelor Degree or Equivalent,29.5
30000,9.0,Bachelor Degree or Equivalent,29.5
92000,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
40575,18.0,Bachelor Degree or Equivalent,49.5
42836,19.0,Master Degree or Equivalent,49.5
39837,30.0,Bachelor Degree or Equivalent,59.5
23560,16.0,Master Degree or Equivalent,39.5
140000,27.0,Associate Degree or Short-cycle Tertiary Education,49.5
43546,10.0,Bachelor Degree or Equivalent,39.5
30000,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
350000,21.0,Professional Degree,49.5
126621,4.0,Bachelor Degree or Equivalent,29.5
86743,8.0,Bachelor Degree or Equivalent,29.5
143785,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
17856,9.0,Bachelor Degree or Equivalent,29.5
33200,8.0,Master Degree or Equivalent,29.5
45103,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
137500,21.0,Bachelor Degree or Equivalent,39.5
66419,0.0,Bachelor Degree or Equivalent,29.5
109499,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
39724,2.0,Master Degree or Equivalent,21.0
221000,5.0,Bachelor Degree or Equivalent,29.5
65000,9.0,Master Degree or Equivalent,39.5
70634,9.0,Bachelor Degree or Equivalent,39.5
120000,11.0,Professional Degree,39.5
66342,13.0,Bachelor Degree or Equivalent,29.5
57423,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
22000,6.0,Bachelor Degree or Equivalent,39.5
93104,24.0,Master Degree or Equivalent,49.5
57014,4.0,Bachelor Degree or Equivalent,29.5
14201,8.0,Bachelor Degree or Equivalent,29.5
1915,4.0,Bachelor Degree or Equivalent,29.5
130000,25.0,Associate Degree or Short-cycle Tertiary Education,39.5
15828,12.0,Professional Degree,39.5
1400,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
180000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
104500,2.0,Bachelor Degree or Equivalent,29.5
73624,7.0,Master Degree or Equivalent,29.5
23024,7.0,Bachelor Degree or Equivalent,39.5
11282,4.0,Bachelor Degree or Equivalent,29.5
15824,5.0,Bachelor Degree or Equivalent,29.5
44433,13.0,Bachelor Degree or Equivalent,39.5
153,17.0,Bachelor Degree or Equivalent,39.5
71320,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
86988,11.0,Master Degree or Equivalent,39.5
148000,15.0,Master Degree or Equivalent,39.5
56391,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
500000,11.0,Professional Degree,39.5
80646,16.0,Master Degree or Equivalent,39.5
146194,11.0,Master Degree or Equivalent,29.5
156000,15.0,Professional Degree,39.5
165000,34.0,Bachelor Degree or Equivalent,59.5
103525,5.0,Master Degree or Equivalent,29.5
107500,26.0,Associate Degree or Short-cycle Tertiary Education,49.5
103110.08171765343,38.0,Master Degree or Equivalent,39.5
48190,13.0,Bachelor Degree or Equivalent,39.5
82459,15.0,Master Degree or Equivalent,49.5
29985,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
200000,25.0,Master Degree or Equivalent,59.5
72121,15.0,Bachelor Degree or Equivalent,39.5
64468,14.0,Bachelor Degree or Equivalent,39.5
140322,28.0,Bachelor Degree or Equivalent,49.5
10441,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
42492,4.0,Master Degree or Equivalent,29.5
165000,24.0,Associate Degree or Short-cycle Tertiary Education,39.5
51125,21.0,Bachelor Degree or Equivalent,39.5
162000,24.0,Bachelor Degree or Equivalent,49.5
37481,7.0,Bachelor Degree or Equivalent,39.5
273000,6.0,Master Degree or Equivalent,29.5
37481,8.0,Bachelor Degree or Equivalent,29.5
21911,1.0,Bachelor Degree or Equivalent,29.5
17078,2.0,Secondary Education,29.5
122217,12.0,Professional Degree,39.5
35928,9.0,Master Degree or Equivalent,29.5
185879,23.0,Associate Degree or Short-cycle Tertiary Education,39.5
68066,6.0,Master Degree or Equivalent,39.5
79325,5.0,Bachelor Degree or Equivalent,33.12089367216994
81552,20.0,Master Degree or Equivalent,39.5
500000,11.237177936373532,Master Degree or Equivalent,29.5
65860,11.0,Bachelor Degree or Equivalent,39.5
24636,9.0,Bachelor Degree or Equivalent,29.5
154209,13.0,Bachelor Degree or Equivalent,39.5
976,10.0,Master Degree or Equivalent,29.5
165000,7.0,Associate Degree or Short-cycle Tertiary Education,21.0
600000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
165324,6.0,Master Degree or Equivalent,29.5
104092,13.0,Master Degree or Equivalent,39.5
182106,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
250000,26.0,Bachelor Degree or Equivalent,39.5
102500,1.0,Bachelor Degree or Equivalent,21.0
90000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
82000,0.0,Bachelor Degree or Equivalent,21.0
220000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
59970,2.0,Professional Degree,29.5
195000,11.0,Bachelor Degree or Equivalent,29.5
17042,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
74351,1.0,Bachelor Degree or Equivalent,29.5
37112,27.0,Associate Degree or Short-cycle Tertiary Education,49.5
144500,23.0,Associate Degree or Short-cycle Tertiary Education,39.5
208000,28.0,Associate Degree or Short-cycle Tertiary Education,59.5
72000,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
41219,5.0,Master Degree or Equivalent,29.5
136660,25.0,Secondary Education,39.5
200000,40.0,Master Degree or Equivalent,70.0
63297,28.0,Bachelor Degree or Equivalent,49.5
66910,7.0,Bachelor Degree or Equivalent,29.5
78320,6.0,Master Degree or Equivalent,29.5
205000,2.0,Professional Degree,39.5
73892,8.0,Primary Education,21.0
80690,13.0,Professional Degree,39.5
42596,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
4,3.0,Primary Education,21.0
46841,4.0,Bachelor Degree or Equivalent,29.5
69517,35.0,Secondary Education,49.5
27843,5.0,Bachelor Degree or Equivalent,29.5
79325,12.0,Master Degree or Equivalent,39.5
128400,11.0,Master Degree or Equivalent,29.5
321200,8.0,Bachelor Degree or Equivalent,39.5
245000,28.0,Bachelor Degree or Equivalent,49.5
124138,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
208000,5.0,Master Degree or Equivalent,39.5
155000,25.0,Bachelor Degree or Equivalent,49.5
260000,15.0,Professional Degree,49.5
150000,25.0,Secondary Education,49.5
115245,8.0,Bachelor Degree or Equivalent,29.5
240000,8.0,Bachelor Degree or Equivalent,49.5
225,13.0,Bachelor Degree or Equivalent,39.5
159000,25.0,Bachelor Degree or Equivalent,49.5
170000,2.0,Bachelor Degree or Equivalent,39.5
34489,33.0,Bachelor Degree or Equivalent,49.5
130,0.0,Bachelor Degree or Equivalent,21.0
28204,15.0,Bachelor Degree or Equivalent,39.5
133862,25.0,Master Degree or Equivalent,49.5
103110.08171765343,2.0,,39.5
34202,32.0,Bachelor Degree or Equivalent,59.5
110000,33.0,Bachelor Degree or Equivalent,49.5
72843,14.0,Bachelor Degree or Equivalent,29.5
120000,20.0,Associate Degree or Short-cycle Tertiary Education,59.5
90709,2.0,Master Degree or Equivalent,29.5
146071,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
160000,15.0,Bachelor Degree or Equivalent,29.5
120000,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
126,17.0,Bachelor Degree or Equivalent,39.5
6000,1.0,Bachelor Degree or Equivalent,21.0
7304,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
8922,6.0,Master Degree or Equivalent,29.5
160000,16.0,Associate Degree or Short-cycle Tertiary Education,49.5
68195,10.0,Bachelor Degree or Equivalent,39.5
12974,2.0,Bachelor Degree or Equivalent,29.5
193000,17.0,Bachelor Degree or Equivalent,39.5
107090,29.0,Professional Degree,59.5
3543,3.0,Bachelor Degree or Equivalent,29.5
144000,35.0,Bachelor Degree or Equivalent,59.5
42000,21.0,Associate Degree or Short-cycle Tertiary Education,49.5
180000,9.0,Master Degree or Equivalent,39.5
108000,12.0,Master Degree or Equivalent,39.5
29747,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
39764,22.0,Master Degree or Equivalent,39.5
103110.08171765343,32.0,Professional Degree,70.0
65000,0.0,Associate Degree or Short-cycle Tertiary Education,21.0
130000,5.0,Bachelor Degree or Equivalent,33.12089367216994
985,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
125000,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
160000,9.0,Bachelor Degree or Equivalent,39.5
2000,16.0,Associate Degree or Short-cycle Tertiary Education,39.5
150000,16.0,Master Degree or Equivalent,39.5
3249,1.0,Associate Degree or Short-cycle Tertiary Education,49.5
134000,15.0,Bachelor Degree or Equivalent,39.5
8015,1.0,Master Degree or Equivalent,39.5
88000,18.0,Master Degree or Equivalent,39.5
78813,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
69615,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
133000,15.0,Master Degree or Equivalent,39.5
385000,14.0,Bachelor Degree or Equivalent,29.5
249030,6.0,Professional Degree,39.5
260000,3.0,Master Degree or Equivalent,29.5
42000,1.0,Bachelor Degree or Equivalent,29.5
160000,42.0,Bachelor Degree or Equivalent,70.0
180000,14.0,Secondary Education,39.5
180000,39.0,Master Degree or Equivalent,59.5
100200,16.0,Bachelor Degree or Equivalent,39.5
150000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
34350,2.0,Secondary Education,29.5
75878,23.0,Bachelor Degree or Equivalent,39.5
97000,6.0,Master Degree or Equivalent,39.5
92939,10.0,Professional Degree,39.5
84761,8.0,Master Degree or Equivalent,29.5
40742,11.0,Bachelor Degree or Equivalent,39.5
140000,34.0,Associate Degree or Short-cycle Tertiary Education,59.5
222000,12.0,Bachelor Degree or Equivalent,39.5
81787,12.0,Bachelor Degree or Equivalent,29.5
375000,15.0,Bachelor Degree or Equivalent,39.5
82285,19.0,Associate Degree or Short-cycle Tertiary Education,49.5
8521,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
11604,12.0,Bachelor Degree or Equivalent,39.5
65187,24.0,Bachelor Degree or Equivalent,39.5
423000,19.0,Bachelor Degree or Equivalent,29.5
34804,6.0,Master Degree or Equivalent,29.5
340000,16.0,Bachelor Degree or Equivalent,39.5
230000,6.0,Bachelor Degree or Equivalent,29.5
12414,10.0,Primary Education,39.5
198312,15.0,Professional Degree,39.5
1597,1.0,Bachelor Degree or Equivalent,29.5
96657,12.0,Bachelor Degree or Equivalent,39.5
2000,50.0,Professional Degree,70.0
150000,26.0,Master Degree or Equivalent,49.5
360000,35.0,Master Degree or Equivalent,59.5
64344,17.0,Bachelor Degree or Equivalent,39.5
92000,19.0,Bachelor Degree or Equivalent,39.5
158000,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
170000,27.0,Master Degree or Equivalent,49.5
192000,24.0,Bachelor Degree or Equivalent,39.5
6000,50.0,,29.5
140000,12.0,Bachelor Degree or Equivalent,49.5
18205,3.0,Professional Degree,29.5
169000,8.0,Bachelor Degree or Equivalent,29.5
96200,5.0,Bachelor Degree or Equivalent,29.5
330000,18.0,Master Degree or Equivalent,39.5
6425,12.0,Master Degree or Equivalent,39.5
198000,2.0,Bachelor Degree or Equivalent,21.0
160000,21.0,Master Degree or Equivalent,39.5
14069,2.0,Bachelor Degree or Equivalent,21.0
7559,6.0,Master Degree or Equivalent,29.5
67000,4.0,Associate Degree or Short-cycle Tertiary Education,59.5
450000,25.0,Professional Degree,59.5
140140,23.0,Master Degree or Equivalent,49.5
42409,2.0,Bachelor Degree or Equivalent,21.0
260000,20.0,Bachelor Degree or Equivalent,49.5
85935,10.0,Professional Degree,39.5
34489,5.0,Bachelor Degree or Equivalent,29.5
58171,8.0,Bachelor Degree or Equivalent,49.5
450000,18.0,Master Degree or Equivalent,39.5
145429,12.0,Bachelor Degree or Equivalent,39.5
45938,10.0,Master Degree or Equivalent,39.5
80000,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
350000,9.0,Master Degree or Equivalent,29.5
321269,6.0,Bachelor Degree or Equivalent,29.5
143365,32.0,Master Degree or Equivalent,59.5
159814,20.0,Master Degree or Equivalent,39.5
187200,15.0,Associate Degree or Short-cycle Tertiary Education,29.5
195000,30.0,Secondary Education,49.5
17612921,7.0,Secondary Education,18.0
113515,20.0,Bachelor Degree or Equivalent,39.5
107088,7.0,Master Degree or Equivalent,29.5
10273,5.0,Bachelor Degree or Equivalent,39.5
50000,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
174000,10.0,Bachelor Degree or Equivalent,39.5
42214,10.0,Bachelor Degree or Equivalent,29.5
99156,27.0,Bachelor Degree or Equivalent,49.5
143281,17.0,Bachelor Degree or Equivalent,39.5
5089,8.0,Bachelor Degree or Equivalent,29.5
1361,6.0,Master Degree or Equivalent,29.5
81120,9.0,Master Degree or Equivalent,29.5
117797,31.0,Bachelor Degree or Equivalent,49.5
122292,35.0,Master Degree or Equivalent,49.5
156138,12.0,Bachelor Degree or Equivalent,39.5
65691,20.0,Master Degree or Equivalent,39.5
82000,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
158000,3.0,Bachelor Degree or Equivalent,29.5
240000,8.0,Bachelor Degree or Equivalent,39.5
88736,8.0,Bachelor Degree or Equivalent,29.5
16300,18.0,Professional Degree,39.5
339,3.0,Bachelor Degree or Equivalent,29.5
20599,3.0,Bachelor Degree or Equivalent,21.0
151755,11.237177936373532,Secondary Education,49.5
220000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
230000,37.0,Bachelor Degree or Equivalent,59.5
2065,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
54526,14.0,Bachelor Degree or Equivalent,39.5
21810,11.237177936373532,Bachelor Degree or Equivalent,29.5
72821,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
188158,24.0,Associate Degree or Short-cycle Tertiary Education,49.5
53500,5.0,Master Degree or Equivalent,29.5
173000,0.0,Bachelor Degree or Equivalent,21.0
1745,0.0,Bachelor Degree or Equivalent,21.0
135000,13.0,Bachelor Degree or Equivalent,49.5
1800,15.0,Bachelor Degree or Equivalent,39.5
144000,15.0,Bachelor Degree or Equivalent,49.5
3608,1.0,Bachelor Degree or Equivalent,21.0
242476,11.0,Bachelor Degree or Equivalent,29.5
5089,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
85000,2.0,Master Degree or Equivalent,39.5
61561,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
53009,2.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,10.0,Master Degree or Equivalent,21.0
53545,22.0,Master Degree or Equivalent,49.5
40465,6.0,Bachelor Degree or Equivalent,29.5
60619,0.0,Bachelor Degree or Equivalent,21.0
